15,1,22,
2.8971,0.246698718,0.244730317,0.2635562,0.9362446,0.243377872,0.466016362,0.642195064,0.277953946,0.079850989,0.366513393,0.642369154,1.291850491,0.156,0.049102927,1
3.6272,0.249001018,0.089884241,0.394037256,0.315105102,0.186014644,0.501518526,0.506067036,0.154321952,0.339611012,0.317837613,0.568365596,0.62347289,0.163,0.033009316,1
8.6414,0.444608655,0.379613006,0.219565921,0.288185953,0.134854077,0.434425623,0.647287073,0.223286299,0.129426628,0.092132552,0.235339805,0.361320075,0.467,0.034546531,1
2.9889,0.396491171,0.210395858,0.356218292,0.247610161,0.176241795,0.294746896,0.397394886,0.19545362,0.407151494,0.372877946,0.547641614,0.414524593,0.276,0.052732136,2
9.1423,0.390097637,0.173429021,0.289788677,0.154184816,0.139803794,0.230031219,0.450272975,0.197999332,0.351727692,0.12972468,0.224555834,0.32887064,1.377,0.104858361,2
3.4939,0.531766099,0.476134693,0.234281971,0.5001834,0.186575601,0.397387755,0.470630829,0.178999754,0.350369417,0.177328932,0.360627341,0.474631746,0.273,0.044578707,2
2.5717,0.517925025,0.265636964,0.363808178,0.693118245,0.19507866,0.436450839,0.426453897,0.180747695,0.392798408,0.443217472,0.801449707,0.554316258,0.201,0.053571429,2
3.7043,0.371145067,0.204396457,0.320081778,0.409052025,0.151067353,0.613271125,0.401675043,0.203080243,0.395244714,0.34118102,0.496660095,0.515834644,0.12,0.020739717,2
4.9061,0.56348942,0.340313656,0.343849311,0.626394515,0.188241384,0.487285223,0.386976734,0.153726005,0.459297261,0.30844865,0.467276423,0.415322349,0.221,0.037979034,2
6.5059,0.718574009,0.465154959,0.300080551,0.342040916,0.150085382,0.575432041,0.447585455,0.218451955,0.33396259,0.202522046,0.25515517,0.389939616,0.27,0.025224215,2
5.2814,0.278534422,0.121747598,0.294095173,0.229205745,0.159452707,0.48106267,0.441007657,0.195771234,0.36322111,0.316110839,0.432129781,0.420211174,0.44,0.059953672,3
1.8164,0.339191706,0.163933011,0.362384424,0.389942643,0.264163877,0.303056769,0.469935307,0.209750863,0.32031383,0.25436391,0.46572006,0.628846334,0.124,0.036109493,3
5.2984,0.452895672,0.214108951,0.365831173,0.221420804,0.159269416,0.345655783,0.380664494,0.214075314,0.405260192,0.193944712,0.262231099,0.359137238,0.523,0.057892406,3
3.3243,0.493460869,0.282943593,0.324157626,0.38948518,0.194682804,0.253108499,0.374143008,0.21822171,0.407635283,0.257657532,0.314857295,0.404606125,0.361,0.061499148,3
4.8501,0.357583862,0.182768116,0.336950887,0.124421882,0.164217794,0.351907131,0.36507963,0.220421082,0.414499289,0.18937715,0.221006652,0.347228853,0.322,0.035603715,3
3.7825,0.340053451,0.161074791,0.311443609,0.322950466,0.177382832,0.315587604,0.357008952,0.201307997,0.441683051,0.315585812,0.326604108,0.427039915,0.406,0.062298604,3
4.6415,0.43630382,0.184717518,0.325266014,0.337538273,0.155125177,0.426987061,0.366321011,0.228123804,0.405555185,0.357155858,0.382628057,0.382971298,0.288,0.040955631,3
3.4329,0.457854019,0.18385536,0.386455773,0.215300595,0.186050093,0.354050711,0.416012467,0.19764527,0.386342263,0.199538949,0.296687115,0.415035929,0.166,0.02566878,3
2.3528,0.414709771,0.199862872,0.362410952,0.242551436,0.230861715,0.245839805,0.394758868,0.210380348,0.394860785,0.215408865,0.333925349,0.36795922,0.1,0.022192632,4
6.0772,0.491508775,0.290199093,0.34041849,0.410046359,0.197324724,0.338405453,0.445073386,0.223445641,0.331480973,0.227060754,0.298080409,0.4505677,0.374,0.059289791,4
3.8074,0.519896675,0.211882072,0.378709478,0.43975672,0.157103856,0.517857143,0.407642434,0.185602301,0.406755266,0.410856941,0.568778386,0.508696978,0.29,0.047957665,4
4.9407,0.541141364,0.224642026,0.353229639,0.24596135,0.154758475,0.399738591,0.417761792,0.199439407,0.382798801,0.17170127,0.293219168,0.361840219,0.285,0.031045752,4
